,full_pathname,filename,recanvo_id,function,mean_valence,mean_arousal,duration,mean_pitch,pitch_range,min_pitch,max_pitch,stdev_pitch,mean_intensity,intensity_range,min_intensity,max_intensity,formant1_mean,formant2_mean,formant3_mean,formant1_stdev,formant2_stdev,formant3_stdev,local_jitter,local_abs_jitter,rap_jitter,ppq5_jitter,ddp_jitter,local_shimmer,local_db_shimer,apq3_shimmer,apq5_shimmer,apq11_shimmer,dda_shimmer,hnr
48,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 frustrated survey/201119_1659_00-04-01.97--00-04-03.58.wav,201119_1659_00-04-01.97--00-04-03.58.wav,p11,frustrated,2.638888889,2.287037037,1.608004535,225.1878082,193.1653745,192.6953115,385.8606859,33.42429445,69.24843369,33.19501679,42.58339353,75.77841032,797.1549455,1831.771673,2659.589286,204.5721257,307.352548,398.3430556,0.018868171,8.45E-05,0.010303729,0.011222272,0.030911188,0.112720289,1.039495949,0.056688319,0.066866792,0.082175884,0.170064956,4.72172822
49,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 frustrated survey/210301_1943_00-00-46.45--00-00-48.95.wav,210301_1943_00-00-46.45--00-00-48.95.wav,p11,frustrated,2.953703704,3.37037037,2.494988662,322.7872911,257.8839803,149.117024,407.0010043,47.77735989,80.03505625,41.12684482,44.30286308,85.4297079,745.8744273,1579.032486,2344.853352,236.8827715,189.2130056,350.3755603,0.016982424,5.28E-05,0.007923245,0.009208986,0.023769734,0.07298592,0.698466109,0.034126416,0.047070545,0.054891122,0.102379249,13.61391075
50,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p16/p16 request survey/210216_0956_00-00-25.13--00-00-25.44c.wav,210216_0956_00-00-25.13--00-00-25.44c.wav,p16,request,2.666666667,2,0.299750567,241.491527,35.6284049,219.525806,255.1542109,9.849664916,73.07942185,19.19355916,56.78032483,75.97388398,558.8891795,1625.325612,3127.183482,173.4665938,386.7628303,277.8627653,0.018818817,7.78E-05,0.010428665,0.011482179,0.031285996,0.189397653,1.643954719,0.100020371,0.146384618,0.136097641,0.300061114,8.606700026
51,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p16/p16 request survey/210216_0956_00-00-02.84--00-00-03.43c.wav,210216_0956_00-00-02.84--00-00-03.43c.wav,p16,request,3.046296296,2.351851852,0.584852608,401.310184,251.12768,212.5984668,463.7261468,70.10379886,70.50118821,28.43331869,47.911805,76.34512369,604.3934892,1555.625363,3110.373682,163.2663738,462.9132197,294.2445524,0.027357032,6.82E-05,0.013261278,0.014659631,0.039783833,0.083851395,1.015757203,0.039529961,0.045659681,0.064070791,0.118589884,13.572197
52,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p16/p16 request survey/210112_1640_00-00-25.63--00-00-26.41.wav,210112_1640_00-00-25.63--00-00-26.41.wav,p16,request,2.796296296,2.333333333,0.78,407.269956,115.5924053,351.7186736,467.3110789,33.25077395,78.4483104,45.33608,40.53799827,85.87407827,519.251371,1620.857849,2577.656011,182.3814269,384.4202001,340.7053004,0.016868562,4.17E-05,0.008480555,0.0104643,0.025441664,0.096961196,0.894824396,0.041468234,0.057298216,0.096630182,0.124404702,18.50406546
53,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p16/p16 request survey/210112_1640_00-00-36.71--00-00-37.26.wav,210112_1640_00-00-36.71--00-00-37.26.wav,p16,request,2.777777778,2.064814815,0.551995465,376.3445691,59.49958832,342.621167,402.1207554,18.29675527,69.35313443,39.43908003,36.41328383,75.85236386,615.1255411,1644.372317,2535.276883,249.0309252,344.4150723,382.0226899,0.033783287,9.06E-05,0.017843476,0.019162255,0.053530429,0.073083037,1.009694359,0.034439698,0.050427741,0.067724275,0.103319093,14.82879993
54,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p16/p16 request survey/210112_1640_00-00-15.41--00-00-16.36.wav,210112_1640_00-00-15.41--00-00-16.36.wav,p16,request,3.601851852,3.851851852,0.945986395,461.884199,444.0500207,168.2441717,612.2941923,134.4035627,79.24080507,43.2375436,42.71844084,85.95598444,871.8679416,1741.477745,2840.126007,273.7243271,486.8034924,392.2396161,0.024475946,5.28E-05,0.011571018,0.011995687,0.034713055,0.150523792,1.305881388,0.064437812,0.090227719,0.185140894,0.193313437,11.15897842
55,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p16/p16 request survey/210216_0956_00-00-07.3--00-00-08.15.wav,210216_0956_00-00-07.3--00-00-08.15.wav,p16,request,2.722222222,2.185185185,0.85600907,356.7873343,456.3978082,81.12760045,537.5254087,92.84638299,75.03474737,26.50225769,54.09223344,80.59449113,622.0982305,1524.656175,2990.24925,202.5984914,524.0036124,479.5290149,0.050750074,0.000143966,0.02615806,0.022696277,0.078474181,0.103428959,1.111459534,0.057933455,0.067302272,0.07158721,0.173800364,11.41232258
56,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p16/p16 request survey/210216_0956_00-00-10.65--00-00-11.09.wav,210216_0956_00-00-10.65--00-00-11.09.wav,p16,request,3.259259259,2.333333333,0.441995465,521.689982,49.13161158,491.5530936,540.6847052,15.66929241,69.34400885,29.45214876,48.49829503,77.95044379,699.1386601,1761.848279,3108.366304,104.8978499,323.0494339,459.0083492,0.042473203,8.23E-05,0.023071348,0.02594156,0.069214043,0.223696272,1.584038589,0.093218863,0.146255788,0.102802602,0.279656589,6.545124793
57,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p16/p16 request survey/210216_0956_00-00-18.76--00-00-19.56c.wav,210216_0956_00-00-18.76--00-00-19.56c.wav,p16,request,2.888888889,2.222222222,0.793764172,340.142592,89.63058442,303.0020585,392.6326429,18.19291651,69.9638776,32.56660434,46.10542316,78.67202751,583.6016815,1384.180636,2956.617021,141.2103554,423.1652002,359.1963674,0.014206529,4.19E-05,0.007416897,0.007595121,0.022250691,0.070368574,0.728403909,0.032600521,0.041694427,0.050702786,0.097801562,19.72341248
58,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p16/p16 request survey/210216_0956_00-00-08.23--00-00-08.74.wav,210216_0956_00-00-08.23--00-00-08.74.wav,p16,request,3.037037037,2.472222222,0.504988662,317.0670317,37.16804962,288.2422562,325.4103059,8.541873087,75.70602273,31.97022878,50.09771113,82.06793991,623.4962973,1651.857676,2807.093168,128.7099671,333.0553586,407.7549404,0.014538006,4.58E-05,0.004964781,0.008236703,0.014894344,0.088370942,1.121864039,0.032072193,0.048112842,0.051294226,0.09621658,12.79300401
59,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p16/p16 request survey/210114_1632_00-00-08.4--00-00-09.04.wav,210114_1632_00-00-08.4--00-00-09.04.wav,p16,request,3.361111111,3.518518519,0.63,471.1391081,387.7108531,197.8612285,585.5720815,75.59546708,77.77775393,32.53996094,52.13651485,84.67647579,1045.076214,1784.13386,2517.580901,217.5901331,373.7304302,507.7935823,0.076013377,0.000170009,0.044930831,0.052295331,0.134792494,0.219825499,1.929705708,0.087802198,0.117504874,0.523629557,0.263406595,9.69956889
60,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p16/p16 self talk survey/210113_1436_00-00-36.66--00-00-37.28c.wav,210113_1436_00-00-36.66--00-00-37.28c.wav,p16,selftalk,2.925925926,2.138888889,0.631360544,377.9607703,102.9687818,326.707775,429.6765568,36.40940876,62.28062215,23.13646019,45.55069143,68.68715162,786.9772165,1635.973955,2731.420077,339.9322513,341.8089015,352.0966488,0.027812707,7.36E-05,0.014620023,0.01453551,0.043860069,0.162160274,1.441787545,0.087443912,0.118359002,0.136606081,0.262331737,8.081789314
61,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p16/p16 self talk survey/210201_1359_00-00-20.81--00-00-21.61c.wav,210201_1359_00-00-20.81--00-00-21.61c.wav,p16,selftalk,2.675925926,1.712962963,0.70185941,201.0682201,253.9042313,94.56609223,348.4703235,113.3996939,52.75760663,23.33818068,37.98286428,61.32104496,874.8659956,1851.447616,3060.412495,381.5874012,566.0488807,508.5740294,0.019672372,9.69E-05,0.010308149,0.009846092,0.030924448,0.14631405,1.460371581,0.079278176,0.099738702,0.105359067,0.237834529,7.972507481
62,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p16/p16 self talk survey/210201_1416_00-01-57.42--00-01-59.4.wav,210201_1416_00-01-57.42--00-01-59.4.wav,p16,selftalk,3.490740741,3.222222222,1.988004535,364.423931,253.8743988,235.7950857,489.6694845,51.02560908,72.8742808,29.68375608,53.68626379,83.37001987,879.7840491,1566.448515,2643.077384,167.0181653,146.6217312,253.0046744,0.023859682,6.59E-05,0.01269643,0.013283585,0.038089291,0.135101235,1.326052731,0.054002271,0.082283769,0.147202051,0.162006814,11.35568566
63,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p16/p16 self talk survey/210216_1046_00-01-08.96--00-01-10.96.wav,210216_1046_00-01-08.96--00-01-10.96.wav,p16,selftalk,,,1.995986395,311.2509857,283.2425727,151.652287,434.8948596,100.4768673,72.36249095,36.57141993,44.54054924,81.11196917,660.5323241,1465.614101,2575.647627,123.5758135,204.9954364,170.6680482,0.024691022,7.92E-05,0.013165321,0.014657109,0.039495963,0.157338442,1.396537097,0.066854363,0.110891559,0.220469094,0.200563089,12.22936652
64,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p16/p16 self talk survey/210201_1359_00-00-10.88--00-00-11.76c.wav,210201_1359_00-00-10.88--00-00-11.76c.wav,p16,selftalk,2.712962963,1.796296296,0.856666667,365.0036351,75.45078467,330.5043334,405.9551181,19.53923705,55.65994755,25.38993885,37.10571692,62.49565577,595.5828543,1483.85424,2627.524226,285.2977451,335.9464209,317.4920476,0.032480719,8.92E-05,0.017941552,0.018873115,0.053824657,0.172770351,1.607489457,0.080294805,0.092368182,0.123008832,0.240884415,10.26561779
65,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p16/p16 self talk survey/210113_1436_00-01-07.21--00-01-09.13.wav,210113_1436_00-01-07.21--00-01-09.13.wav,p16,selftalk,3.416666667,2.935185185,1.92,472.8352791,361.3189639,264.6616122,625.9805761,105.7599852,72.15457233,30.03303051,50.60489198,80.63792248,1056.633624,1636.195619,2465.789031,174.3475739,257.9641062,328.0691038,0.024065817,5.11E-05,0.013045782,0.01322782,0.039137347,0.097964545,1.182577356,0.043384125,0.058808331,0.084284481,0.130152376,12.80267532
66,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p16/p16 self talk survey/210113_1436_00-01-04.02--00-01-05.78.wav,210113_1436_00-01-04.02--00-01-05.78.wav,p16,selftalk,3.657407407,3.666666667,1.757981859,381.4153768,418.079993,213.944881,632.024874,89.29412868,77.4974536,35.052782,48.67227969,83.72506169,993.514005,1639.845645,2644.992037,164.9970413,185.7433948,247.9377256,0.028991603,7.65E-05,0.01548292,0.018049844,0.046448759,0.145395756,1.378214001,0.075028631,0.091942435,0.118801586,0.225085894,10.9085198
67,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p16/p16 self talk survey/210113_1436_00-01-09.69--00-01-11.31.wav,210113_1436_00-01-09.69--00-01-11.31.wav,p16,selftalk,3.435185185,3.018518519,1.628004535,431.3339232,421.9199022,168.3467902,590.2666925,110.802104,72.67491776,34.01575803,49.4933772,83.50913522,1043.66622,1635.77558,2469.303989,224.7434409,333.5574211,401.6663291,0.030149087,7.02E-05,0.015364187,0.016469133,0.046092561,0.132163964,1.325599821,0.069039238,0.088516181,0.119171792,0.207117714,10.46252533
68,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p16/p16 self talk survey/210201_1354_00-00-45.19--00-00-47.03c.wav,210201_1354_00-00-45.19--00-00-47.03c.wav,p16,selftalk,2.694444444,1.824074074,1.821428571,317.3997094,96.90481055,277.4691117,374.3739223,20.90951044,51.32308092,27.88507389,33.42532018,61.31039407,843.7681267,1744.901632,2809.199394,267.4791188,438.2750069,365.7786351,0.036276396,0.000114107,0.019536728,0.021304466,0.058610185,0.168431305,1.454343626,0.093605116,0.1187223,0.24126661,0.280815349,1.924545728
69,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p16/p16 self talk survey/210216_0947_00-01-02.01--00-01-02.88.wav,210216_0947_00-01-02.01--00-01-02.88.wav,p16,selftalk,3.601851852,3.046296296,0.867981859,352.8247128,270.2572693,245.8150201,516.0722894,69.83594097,70.6890104,20.78424273,55.6590674,76.44331014,946.030379,1613.888897,2406.115174,226.4973183,246.1196998,212.7361244,0.029169498,8.36E-05,0.015421631,0.016752935,0.046264893,0.152024882,1.387135266,0.070181681,0.092091422,0.152768214,0.210545042,7.088152942
70,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p16/p16 dysregulated survey/210302_1506_00-01-05.39--00-01-06.72c.wav,210302_1506_00-01-05.39--00-01-06.72c.wav,p16,dysregulated,2.194444444,3.101851852,1.329977324,484.7897078,499.8728762,130.8184638,630.6913401,125.9374572,76.84032748,29.55254864,51.75208508,81.30463372,617.2313321,1426.367745,2627.736626,76.16594876,161.388293,322.6563105,0.014188004,2.95E-05,0.006679034,0.00585678,0.020037101,0.055408462,0.643594469,0.01917295,0.025849236,0.043404968,0.057518851,19.88467671
71,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p16/p16 dysregulated survey/210302_1506_00-00-24.73--00-00-25.56c.wav,210302_1506_00-00-24.73--00-00-25.56c.wav,p16,dysregulated,2.787037037,2.296296296,0.858571429,412.6433305,134.2983259,317.1403308,451.4386567,33.73011346,72.51246057,15.88232844,59.95631387,75.83864232,484.3692814,1481.245533,2765.091081,160.8165319,80.60924453,285.5558496,0.014759347,3.60E-05,0.007692392,0.008302258,0.023077177,0.086765085,0.868258283,0.046149468,0.056343637,0.065584992,0.138448404,14.70746144
72,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p16/p16 dysregulated survey/210302_1506_00-01-16.56--00-01-18.15c.wav,210302_1506_00-01-16.56--00-01-18.15c.wav,p16,dysregulated,1.87962963,3.138888889,1.599909297,489.3368407,396.513832,196.8650205,593.3788526,91.81253627,74.7594481,18.70627053,61.9296145,80.63588502,662.0523967,1504.771038,2271.063293,152.3521743,266.192234,463.1666484,0.0199525,4.11E-05,0.01079885,0.010292342,0.03239655,0.102676576,1.00224148,0.055052456,0.056582488,0.060956322,0.165157367,13.60154826
73,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p16/p16 dysregulated survey/210302_1506_00-01-01.45--00-01-03.83c.wav,210302_1506_00-01-01.45--00-01-03.83c.wav,p16,dysregulated,1.907407407,3.703703704,2.375555556,396.2442135,554.331248,74.95546764,629.2867157,150.6597709,76.7866689,35.30094263,46.32852517,81.6294678,783.7446756,1593.235976,2611.751027,228.1401438,275.7517175,558.1752404,0.026236381,6.69E-05,0.013989859,0.014963154,0.041969578,0.136135365,1.298252544,0.068149778,0.077950131,0.103705323,0.204449333,10.46661334
74,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p16/p16 dysregulated survey/210302_1506_00-01-48.93--00-01-51.19.wav,210302_1506_00-01-48.93--00-01-51.19.wav,p16,dysregulated,1.694444444,3.694444444,2.252993197,422.3590205,499.4878552,82.91892503,582.4067803,141.4625348,76.85839908,24.64269269,57.91309219,82.55578488,700.0886369,1758.039651,2594.28078,215.4026435,209.7053038,231.0115614,0.035037731,8.22E-05,0.018766191,0.020956521,0.056298574,0.145754557,1.303303305,0.062863439,0.074769908,0.096593632,0.188590318,6.938945899
75,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p16/p16 dysregulated survey/210302_1506_00-00-58.67--00-01-01.41.wav,210302_1506_00-00-58.67--00-01-01.41.wav,p16,dysregulated,1.842592593,3.657407407,2.732993197,432.8635443,488.728496,142.3346271,631.0631231,104.3362778,78.05323258,28.90527468,55.71238245,84.61765713,848.016901,1704.084478,2931.882636,206.6969482,308.8089389,416.0440502,0.027028123,6.24E-05,0.014992213,0.015105695,0.044976638,0.163862662,1.490847858,0.076852141,0.100017359,0.15113425,0.230556424,7.998118274
76,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 delighted survey/210108_1729_00-13-04.48--00-13-05.29.wav,210108_1729_00-13-04.48--00-13-05.29.wav,p11,delighted,3.481481481,2.564814815,0.806984127,448.6201547,203.8597101,358.9066013,562.7663114,72.83093269,66.71676801,38.65266874,36.4956648,75.14833354,975.394797,1924.096529,2943.574551,313.1380554,368.1226624,483.4018315,0.009578148,2.14E-05,0.004279807,0.004657776,0.012839421,0.075314332,0.66785839,0.033469515,0.038438178,0.050200197,0.100408546,8.743556092
77,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 delighted survey/210201_1803_00-11-08.97--00-11-09.61.wav,210201_1803_00-11-08.97--00-11-09.61.wav,p11,delighted,2.712962963,2.722222222,0.647006803,,,,,,76.85299348,34.86331431,48.13189662,82.99521093,1040.462768,1934.450953,2739.487043,187.2257582,156.8185245,251.5930301,,,,,,,,,,,,-1.816445749
78,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 delighted survey/210128_1916_00-01-15.35--00-01-16.45.wav,210128_1916_00-01-15.35--00-01-16.45.wav,p11,delighted,2.796296296,3.435185185,1.104013605,364.9573142,341.4753684,214.7620927,556.237461,106.3582791,81.556397,27.39105645,57.24636425,84.6374207,645.1630562,1678.543775,2646.20211,186.6895622,236.2813934,319.5056693,0.020237627,5.55E-05,0.010701029,0.010437349,0.032103086,0.092707421,0.82403914,0.046653287,0.055241792,0.053388863,0.139959861,14.64739961
79,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 delighted survey/210130_2120_00-05-49.37--00-05-50.14.wav,210130_2120_00-05-49.37--00-05-50.14.wav,p11,delighted,3.444444444,2.935185185,0.768004535,346.4380852,522.8437415,103.6857295,626.529471,175.0223471,77.46678779,29.81938946,54.75328826,84.57267771,868.5197104,1633.909503,2612.664446,218.2929959,256.0424509,288.410082,0.016912245,4.84E-05,0.009734862,0.009083817,0.029204586,0.080432543,1.051368888,0.040151795,0.048225936,0.06797347,0.120455384,10.38896502
80,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 delighted survey/210128_1916_00-00-34.86--00-00-36.09.wav,210128_1916_00-00-34.86--00-00-36.09.wav,p11,delighted,3.12037037,2.907407407,1.228004535,353.6769691,160.5777116,251.4964459,412.0741575,44.73852718,78.82460305,30.68580155,51.61306401,82.29886556,748.2284946,1573.339081,2604.854324,247.5048421,414.3807183,431.0512732,0.018957058,5.37E-05,0.010346306,0.008989583,0.031038918,0.048057751,0.547924057,0.026089732,0.03232441,0.037241746,0.078269195,19.50205362
81,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 delighted survey/201115_1933_00-03-19.79--00-03-20.77.wav,201115_1933_00-03-19.79--00-03-20.77.wav,p11,delighted,2.990740741,1.990740741,0.979002268,178.9958393,191.1828493,71.0311423,262.2139916,76.03133515,69.90529271,30.20011711,47.75873734,77.95885445,636.4812973,1902.78207,2910.178146,263.2916894,289.1947936,347.7874468,0.022779045,0.000126428,0.012459513,0.010429596,0.037378539,0.112129308,1.137304293,0.065341453,0.064109072,0.083965617,0.19602436,13.13433702
82,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 delighted survey/201115_1933_00-03-10.31--00-03-10.87.wav,201115_1933_00-03-10.31--00-03-10.87.wav,p11,delighted,3.018518519,1.944444444,0.554988662,298.6279836,191.690939,140.2159932,331.9069321,46.84708296,77.85832788,40.10494531,44.21410129,84.3190466,612.496505,1732.334714,2886.502251,296.199091,222.9467541,288.9496879,0.018373918,6.18E-05,0.009209548,0.010278431,0.027628645,0.058017399,0.765384528,0.02272126,0.027869989,0.0492979,0.06816378,23.74640327
83,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 delighted survey/210108_1729_00-03-38.60--00-03-39.42.wav,210108_1729_00-03-38.60--00-03-39.42.wav,p11,delighted,2.731481481,1.675925926,0.81170068,230.4463373,17.62981251,222.617363,240.2471755,3.538772229,62.71017314,23.7146642,41.62381582,65.33848002,1010.824267,2223.731019,3158.097844,169.4927514,250.6770348,289.9297803,0.025460952,0.000110698,0.015095215,0.014904762,0.045285646,0.11606407,1.002829176,0.059733021,0.079008263,0.105312729,0.179199062,7.911785372
